Name,Sex,Accuracy,Samples,Topic,Year,Month,Covid,Server
Luis,male,99,120090,Mathematics,2018,April,,Arxiv
Sheng,male,74,646,Mathematics,2018,April,,Arxiv
Anna,female,98,184558,Mathematics,2018,April,,Arxiv
Danielle,female,96,32183,Mathematics,2018,April,,Arxiv
Mohammad,male,99,47588,Mathematics,2018,April,,Arxiv
Michael,male,99,211741,Mathematics,2018,April,,Arxiv
Noman,male,99,2129,Mathematics,2018,April,,Arxiv
Jingyue,female,100,9,Mathematics,2018,April,,Arxiv
Robert,male,99,145540,Mathematics,2018,April,,Arxiv
Allysa,female,97,133,Mathematics,2018,April,,Arxiv
Allysa,female,97,133,Mathematics,2018,April,,Arxiv
Shahram,male,99,1992,Mathematics,2018,April,,Arxiv
Tomoaki,male,100,186,Mathematics,2018,April,,Arxiv
Chaim,male,99,1703,Mathematics,2018,April,,Arxiv
Tristan,male,97,7725,Mathematics,2018,April,,Arxiv
Yong,male,87,2262,Mathematics,2018,April,,Arxiv
Chong,male,72,1140,Mathematics,2018,April,,Arxiv
Victor-Emmanuel,male,100,10,Mathematics,2018,April,,Arxiv
Cristiano,male,99,12712,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
Sreehari,male,99,223,Mathematics,2018,April,,Arxiv
Shujun,female,62,21,Mathematics,2018,April,,Arxiv
Lawrence,male,98,9892,Mathematics,2018,April,,Arxiv
Moni,female,86,4338,Mathematics,2018,April,,Arxiv
Rachid,male,97,35211,Mathematics,2018,April,,Arxiv
Sunil,male,99,21216,Mathematics,2018,April,,Arxiv
Kieran,male,99,9456,Mathematics,2018,April,,Arxiv
Zhengrui,male,75,4,Mathematics,2018,April,,Arxiv
Hsian-Hua,male,53,897,Mathematics,2018,April,,Arxiv
Nicolas,male,99,79977,Mathematics,2018,April,,Arxiv
Nacira,female,95,177,Mathematics,2018,April,,Arxiv
Carmen,female,98,54029,Mathematics,2018,April,,Arxiv
Nir,male,94,659,Mathematics,2018,April,,Arxiv
Wadim,male,99,166,Mathematics,2018,April,,Arxiv
Lihui,female,59,41,Mathematics,2018,April,,Arxiv
Yves,male,98,19181,Mathematics,2018,April,,Arxiv
Jean-Pierre,male,99,9874,Mathematics,2018,April,,Arxiv
Shirshendu,male,100,30,Mathematics,2018,April,,Arxiv
Alexis,male,77,31202,Mathematics,2018,April,,Arxiv
Haruko,female,96,95,Mathematics,2018,April,,Arxiv
Tsubasa,male,87,329,Mathematics,2018,April,,Arxiv
Tsubasa,male,87,329,Mathematics,2018,April,,Arxiv
Sergio,male,99,81526,Mathematics,2018,April,,Arxiv
Shane,male,93,15589,Mathematics,2018,April,,Arxiv
Selman,male,96,3165,Mathematics,2018,April,,Arxiv
Keiju,male,62,13,Mathematics,2018,April,,Arxiv
Taboka,female,87,23,Mathematics,2018,April,,Arxiv
Daniele,male,87,46369,Mathematics,2018,April,,Arxiv
Andrea,female,54,161059,Mathematics,2018,April,,Arxiv
Mohamed,male,98,173033,Mathematics,2018,April,,Arxiv
Vladimir,male,99,21639,Mathematics,2018,April,,Arxiv
Weihuan,male,75,4,Mathematics,2018,April,,Arxiv
Rachid,male,97,35211,Mathematics,2018,April,,Arxiv
A.,male,71,2092,Mathematics,2018,April,,Arxiv
Lucas,male,99,50557,Mathematics,2018,April,,Arxiv
Robert,male,99,145540,Mathematics,2018,April,,Arxiv
Nikolaos,male,99,926,Mathematics,2018,April,,Arxiv
Antoni,male,98,3438,Mathematics,2018,April,,Arxiv
Tak,male,83,778,Mathematics,2018,April,,Arxiv
Karolina,female,98,28717,Mathematics,2018,April,,Arxiv
Boris,male,99,15168,Mathematics,2018,April,,Arxiv
O?uzhan,male,97,6066,Mathematics,2018,April,,Arxiv
Tsubasa,male,87,329,Mathematics,2018,April,,Arxiv
Svante,male,99,177,Mathematics,2018,April,,Arxiv
Nicholas,male,100,21206,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
Gábor,male,99,11799,Mathematics,2018,April,,Arxiv
Alistair,male,99,1682,Mathematics,2018,April,,Arxiv
Grigory,male,99,366,Mathematics,2018,April,,Arxiv
Victoria,female,98,33384,Mathematics,2018,April,,Arxiv
A.,male,71,2092,Mathematics,2018,April,,Arxiv
Gustavo,male,99,27768,Mathematics,2018,April,,Arxiv
Taekyun,male,100,21,Mathematics,2018,April,,Arxiv
Hardy,male,94,1289,Mathematics,2018,April,,Arxiv
Kevin,male,99,140160,Mathematics,2018,April,,Arxiv
Winfried,male,99,580,Mathematics,2018,April,,Arxiv
Atef,male,98,3073,Mathematics,2018,April,,Arxiv
John,male,99,219085,Mathematics,2018,April,,Arxiv
Gonzalo,male,99,12933,Mathematics,2018,April,,Arxiv
Giuseppe,male,99,72416,Mathematics,2018,April,,Arxiv
Jean,male,89,84089,Mathematics,2018,April,,Arxiv
Abolfazl,male,99,848,Mathematics,2018,April,,Arxiv
Ana,female,97,141747,Mathematics,2018,April,,Arxiv
M.,male,73,3216,Mathematics,2018,April,,Arxiv
Konstantin,male,99,5001,Mathematics,2018,April,,Arxiv
Michael,male,99,211741,Mathematics,2018,April,,Arxiv
Qianqian,female,91,74,Mathematics,2018,April,,Arxiv
Tilman,male,97,142,Mathematics,2018,April,,Arxiv
Tommaso,male,99,7442,Mathematics,2018,April,,Arxiv
Laurent,male,97,55808,Mathematics,2018,April,,Arxiv
Rita,female,98,40332,Mathematics,2018,April,,Arxiv
Abramo,male,98,368,Mathematics,2018,April,,Arxiv
Abdelaziz,male,98,2541,Mathematics,2018,April,,Arxiv
G.,male,76,810,Mathematics,2018,April,,Arxiv
Maxime,male,98,28182,Mathematics,2018,April,,Arxiv
Maria,female,97,245074,Mathematics,2018,April,,Arxiv
Igor,male,99,31134,Mathematics,2018,April,,Arxiv
Qiwen,male,74,23,Mathematics,2018,April,,Arxiv
Tom,male,99,87429,Mathematics,2018,April,,Arxiv
Hailong,male,98,64,Mathematics,2018,April,,Arxiv
Tom,male,99,87429,Mathematics,2018,April,,Arxiv
Nuttapong,male,97,183,Mathematics,2018,April,,Arxiv
Amitalok,male,75,4,Mathematics,2018,April,,Arxiv
Richard,male,99,97659,Mathematics,2018,April,,Arxiv
Marcone,male,99,244,Mathematics,2018,April,,Arxiv
Jeong-Yup,male,80,531,Mathematics,2018,April,,Arxiv
Dimitrios,male,99,1364,Mathematics,2018,April,,Arxiv
Armin,male,98,5364,Mathematics,2018,April,,Arxiv
Jim,male,99,40318,Mathematics,2018,April,,Arxiv
Kyu-Hwan,male,83,530,Mathematics,2018,April,,Arxiv
Dmitri,male,99,1269,Mathematics,2018,April,,Arxiv
Dmitri,male,99,1269,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
Dmitri,male,99,1269,Mathematics,2018,April,,Arxiv
Pawel,male,99,11413,Mathematics,2018,April,,Arxiv
Dmitri,male,99,1269,Mathematics,2018,April,,Arxiv
Daniel,male,99,257742,Mathematics,2018,April,,Arxiv
Enrico,male,99,21620,Mathematics,2018,April,,Arxiv
Eric,male,99,121922,Mathematics,2018,April,,Arxiv
Olena,female,98,1094,Mathematics,2018,April,,Arxiv
Frederik,male,98,2443,Mathematics,2018,April,,Arxiv
Boris,male,99,15168,Mathematics,2018,April,,Arxiv
Zajj,unknown,50,2,Mathematics,2018,April,,Arxiv
Vishnu,male,97,7668,Mathematics,2018,April,,Arxiv
Bojana,female,97,1327,Mathematics,2018,April,,Arxiv
Eckart,male,98,102,Mathematics,2018,April,,Arxiv
Guosheng,male,100,10,Mathematics,2018,April,,Arxiv
Elia,male,61,4091,Mathematics,2018,April,,Arxiv
Geoff,male,99,5229,Mathematics,2018,April,,Arxiv
V.,male,67,354,Mathematics,2018,April,,Arxiv
Guosheng,male,100,10,Mathematics,2018,April,,Arxiv
Kei-Ichi,male,72,1725,Mathematics,2018,April,,Arxiv
Ahmed,male,98,156410,Mathematics,2018,April,,Arxiv
Yaping,female,77,53,Mathematics,2018,April,,Arxiv
Kieran,male,99,9456,Mathematics,2018,April,,Arxiv
Anton,male,99,24300,Mathematics,2018,April,,Arxiv
Ákos,male,99,1523,Mathematics,2018,April,,Arxiv
R.,male,78,1085,Mathematics,2018,April,,Arxiv
Ishfaq,male,100,327,Mathematics,2018,April,,Arxiv
Antonio,male,99,180825,Mathematics,2018,April,,Arxiv
Satoru,male,99,418,Mathematics,2018,April,,Arxiv
Jun,male,88,6829,Mathematics,2018,April,,Arxiv
Shun,male,92,989,Mathematics,2018,April,,Arxiv
Florian,male,99,31950,Mathematics,2018,April,,Arxiv
Le,male,68,8970,Mathematics,2018,April,,Arxiv
L.,male,50,669,Mathematics,2018,April,,Arxiv
Vu,male,82,2459,Mathematics,2018,April,,Arxiv
Kazuhiro,male,100,419,Mathematics,2018,April,,Arxiv
Dan,male,97,61524,Mathematics,2018,April,,Arxiv
Yu,male,63,3415,Mathematics,2018,April,,Arxiv
A.,male,71,2092,Mathematics,2018,April,,Arxiv
Dong,male,87,2212,Mathematics,2018,April,,Arxiv
Bogdan-Vasile,male,98,13921,Mathematics,2018,April,,Arxiv
Fredrik,male,99,7147,Mathematics,2018,April,,Arxiv
Iveta,female,99,11732,Mathematics,2018,April,,Arxiv
Zoltán,male,100,11496,Mathematics,2018,April,,Arxiv
Guangliang,male,100,9,Mathematics,2018,April,,Arxiv
Florio,male,90,77,Mathematics,2018,April,,Arxiv
James,male,99,131879,Mathematics,2018,April,,Arxiv
Javier,male,99,67247,Mathematics,2018,April,,Arxiv
Bing,male,63,1057,Mathematics,2018,April,,Arxiv
Sebastian,male,99,47850,Mathematics,2018,April,,Arxiv
Martin,male,98,139211,Mathematics,2018,April,,Arxiv
Saudamini,female,100,24,Mathematics,2018,April,,Arxiv
Javier,male,99,67247,Mathematics,2018,April,,Arxiv
Bertrand,male,96,9700,Mathematics,2018,April,,Arxiv
Amogh,male,100,386,Mathematics,2018,April,,Arxiv
Angelo,male,98,42678,Mathematics,2018,April,,Arxiv
Florian,male,99,31950,Mathematics,2018,April,,Arxiv
Christa,female,98,3675,Mathematics,2018,April,,Arxiv
Eduardo,male,99,50597,Mathematics,2018,April,,Arxiv
Volker,male,99,3081,Mathematics,2018,April,,Arxiv
Viktoria,female,98,4545,Mathematics,2018,April,,Arxiv
J.,male,82,2236,Mathematics,2018,April,,Arxiv
Diogo,male,99,11653,Mathematics,2018,April,,Arxiv
Filippo,male,99,16077,Mathematics,2018,April,,Arxiv
Mark,male,100,48064,Mathematics,2018,April,,Arxiv
Vadim,male,99,5361,Mathematics,2018,April,,Arxiv
Michael,male,99,211741,Mathematics,2018,April,,Arxiv
Hui,female,52,1684,Mathematics,2018,April,,Arxiv
Soukaina,female,98,4504,Mathematics,2018,April,,Arxiv
Mohammad,male,99,47588,Mathematics,2018,April,,Arxiv
Xin,male,58,1659,Mathematics,2018,April,,Arxiv
L.,male,50,669,Mathematics,2018,April,,Arxiv
Kleber,male,99,1903,Mathematics,2018,April,,Arxiv
Oleg,male,100,12219,Mathematics,2018,April,,Arxiv
Ken'ichi,male,100,9,Mathematics,2018,April,,Arxiv
Motoko,female,90,70,Mathematics,2018,April,,Arxiv
Hung,male,96,4894,Mathematics,2018,April,,Arxiv
Charles,male,98,52754,Mathematics,2018,April,,Arxiv
Veli,male,95,6316,Mathematics,2018,April,,Arxiv
Yijie,male,74,47,Mathematics,2018,April,,Arxiv
Bogdan-Vasile,male,98,13921,Mathematics,2018,April,,Arxiv
Robert,male,99,145540,Mathematics,2018,April,,Arxiv
Zachary,male,100,7365,Mathematics,2018,April,,Arxiv
Somayeh,female,98,613,Mathematics,2018,April,,Arxiv
Mads,male,96,1442,Mathematics,2018,April,,Arxiv
Akiyoshi,male,98,48,Mathematics,2018,April,,Arxiv
Camila,female,99,61719,Mathematics,2018,April,,Arxiv
Patrick,male,99,118290,Mathematics,2018,April,,Arxiv
Evelyn,female,98,13547,Mathematics,2018,April,,Arxiv
Binjie,male,83,6,Mathematics,2018,April,,Arxiv
Yao,male,74,1982,Mathematics,2018,April,,Arxiv
Jing,female,75,2534,Mathematics,2018,April,,Arxiv
Dragos,male,99,1877,Mathematics,2018,April,,Arxiv
Anna,female,98,184558,Mathematics,2018,April,,Arxiv
Laura,female,98,163073,Mathematics,2018,April,,Arxiv
Gérard,male,98,5971,Mathematics,2018,April,,Arxiv
Eliran,male,100,123,Mathematics,2018,April,,Arxiv
Armand,male,98,5680,Mathematics,2018,April,,Arxiv
Masoud,male,99,4525,Mathematics,2018,April,,Arxiv
Jongkeun,male,100,9,Mathematics,2018,April,,Arxiv
Jochen,male,99,2695,Mathematics,2018,April,,Arxiv
Yasushi,male,99,226,Mathematics,2018,April,,Arxiv
Holger,male,99,4992,Mathematics,2018,April,,Arxiv
Fernando,male,99,77505,Mathematics,2018,April,,Arxiv
Tyrone,male,99,2404,Mathematics,2018,April,,Arxiv
Ery,male,59,773,Mathematics,2018,April,,Arxiv
Masato,male,99,603,Mathematics,2018,April,,Arxiv
M.,male,73,3216,Mathematics,2018,April,,Arxiv
Sophie,female,98,54216,Mathematics,2018,April,,Arxiv
Sebastian,male,99,47850,Mathematics,2018,April,,Arxiv
Eugenio,male,99,6743,Mathematics,2018,April,,Arxiv
Dariusz,male,99,9596,Mathematics,2018,April,,Arxiv
Nguyen,male,64,12268,Mathematics,2018,April,,Arxiv
Milana,female,97,996,Mathematics,2018,April,,Arxiv
Eylem,female,92,2191,Mathematics,2018,April,,Arxiv
Maite,female,98,5724,Mathematics,2018,April,,Arxiv
Michael,male,99,211741,Mathematics,2018,April,,Arxiv
Adolfo,male,99,8169,Mathematics,2018,April,,Arxiv
Michiya,male,100,16,Mathematics,2018,April,,Arxiv
Brett,male,98,9518,Mathematics,2018,April,,Arxiv
Nikolaos,male,99,926,Mathematics,2018,April,,Arxiv
Alexandru,male,99,5316,Mathematics,2018,April,,Arxiv
Daniel,male,99,257742,Mathematics,2018,April,,Arxiv
Natalí,female,97,68,Mathematics,2018,April,,Arxiv
Rafael,male,99,52197,Mathematics,2018,April,,Arxiv
H.,male,73,623,Mathematics,2018,April,,Arxiv
Susanna,female,99,8003,Mathematics,2018,April,,Arxiv
Isabel,female,98,35767,Mathematics,2018,April,,Arxiv
Grzegorz,male,99,19890,Mathematics,2018,April,,Arxiv
Noga,female,87,284,Mathematics,2018,April,,Arxiv
Pierre,male,99,64439,Mathematics,2018,April,,Arxiv
Yanjie,unknown,50,34,Mathematics,2018,April,,Arxiv
Masahito,male,100,58,Mathematics,2018,April,,Arxiv
Binbin,male,74,194,Mathematics,2018,April,,Arxiv
Fan,male,63,1956,Mathematics,2018,April,,Arxiv
Yifan,male,70,227,Mathematics,2018,April,,Arxiv
Alexander,male,99,56237,Mathematics,2018,April,,Arxiv
Jinping,male,57,21,Mathematics,2018,April,,Arxiv
Guangyue,male,100,4,Mathematics,2018,April,,Arxiv
Koji,male,98,1020,Mathematics,2018,April,,Arxiv
Hongxing,male,95,19,Mathematics,2018,April,,Arxiv
Sotiris,male,99,1308,Mathematics,2018,April,,Arxiv
Seewoo,male,75,4,Mathematics,2018,April,,Arxiv
Marius,male,99,15477,Mathematics,2018,April,,Arxiv
Kaifeng,male,94,18,Mathematics,2018,April,,Arxiv
Ming,male,77,2692,Mathematics,2018,April,,Arxiv
Mehrnaz,female,97,358,Mathematics,2018,April,,Arxiv
Henk,male,98,8033,Mathematics,2018,April,,Arxiv
Matty,male,91,3377,Mathematics,2018,April,,Arxiv
Carlos,male,99,174998,Mathematics,2018,April,,Arxiv
Ange,female,60,9186,Mathematics,2018,April,,Arxiv
Henry,male,99,32139,Mathematics,2018,April,,Arxiv
Jun,male,88,6829,Mathematics,2018,April,,Arxiv
Hui,female,52,1684,Mathematics,2018,April,,Arxiv
Manuela,female,98,25705,Mathematics,2018,April,,Arxiv
M.,male,73,3216,Mathematics,2018,April,,Arxiv
Akitaka,male,100,13,Mathematics,2018,April,,Arxiv
Matthew,male,100,51412,Mathematics,2018,April,,Arxiv
Yongjie,male,93,41,Mathematics,2018,April,,Arxiv
Martin,male,98,139211,Mathematics,2018,April,,Arxiv
Li,female,53,4165,Mathematics,2018,April,,Arxiv
Ranjeet,male,99,2391,Mathematics,2018,April,,Arxiv
Peijin,unknown,50,6,Mathematics,2018,April,,Arxiv
Yoshihito,male,100,77,Mathematics,2018,April,,Arxiv
Casey,male,58,8670,Mathematics,2018,April,,Arxiv
Tomasz,male,99,30500,Mathematics,2018,April,,Arxiv
Hajime,male,98,359,Mathematics,2018,April,,Arxiv
Yuchao,male,100,13,Mathematics,2018,April,,Arxiv
Georgy,male,81,645,Mathematics,2018,April,,Arxiv
Mamta,female,98,1588,Mathematics,2018,April,,Arxiv
Masao,male,99,221,Mathematics,2018,April,,Arxiv
Fabrizio,male,99,20351,Mathematics,2018,April,,Arxiv
Thomas,male,99,129177,Mathematics,2018,April,,Arxiv
Habib,male,98,10287,Mathematics,2018,April,,Arxiv
Austin,male,98,13103,Mathematics,2018,April,,Arxiv
Z.,male,57,120,Mathematics,2018,April,,Arxiv
Owen,male,98,5721,Mathematics,2018,April,,Arxiv
Jinlu,male,75,4,Mathematics,2018,April,,Arxiv
Tanujit,male,100,9,Mathematics,2018,April,,Arxiv
Yuliy,male,75,28,Mathematics,2018,April,,Arxiv
Shaunak,male,100,182,Mathematics,2018,April,,Arxiv
Salah,male,97,15178,Mathematics,2018,April,,Arxiv
Jose,male,97,148383,Mathematics,2018,April,,Arxiv
Mahya,female,91,317,Mathematics,2018,April,,Arxiv
M.,male,73,3216,Mathematics,2018,April,,Arxiv
Kazufumi,male,100,31,Mathematics,2018,April,,Arxiv
Fei,male,62,1203,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
Ari,male,85,16006,Mathematics,2018,April,,Arxiv
Maximilian,male,99,5404,Mathematics,2018,April,,Arxiv
Victor,male,99,78043,Mathematics,2018,April,,Arxiv
Damir,male,99,3244,Mathematics,2018,April,,Arxiv
Alexander,male,99,56237,Mathematics,2018,April,,Arxiv
Stefano,male,99,56062,Mathematics,2018,April,,Arxiv
Boris,male,99,15168,Mathematics,2018,April,,Arxiv
David,male,99,381770,Mathematics,2018,April,,Arxiv
Laura,female,98,163073,Mathematics,2018,April,,Arxiv
Alexey,male,100,7132,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
H.,male,73,623,Mathematics,2018,April,,Arxiv
Francesc,male,98,1852,Mathematics,2018,April,,Arxiv
,,,,Mathematics,2018,April,,Arxiv
Evan,male,97,11083,Mathematics,2018,April,,Arxiv
Boris,male,99,15168,Mathematics,2018,April,,Arxiv
James,male,99,131879,Mathematics,2018,April,,Arxiv
Arman,male,98,5613,Mathematics,2018,April,,Arxiv
Maria,female,97,245074,Mathematics,2018,April,,Arxiv
D.,male,73,1059,Mathematics,2018,April,,Arxiv
Shane,male,93,15589,Mathematics,2018,April,,Arxiv
Lukas,male,99,22120,Mathematics,2018,April,,Arxiv
Juliette,female,99,13906,Mathematics,2018,April,,Arxiv
Enzo,male,99,30526,Mathematics,2018,April,,Arxiv
Abdullah,male,98,45635,Mathematics,2018,April,,Arxiv
Angang,female,56,9,Mathematics,2018,April,,Arxiv
Yohji,male,100,11,Mathematics,2018,April,,Arxiv
Milan,male,98,31710,Mathematics,2018,April,,Arxiv
D.,male,73,1059,Mathematics,2018,April,,Arxiv
Sungwoon,male,100,18,Mathematics,2018,April,,Arxiv
Rin,female,65,1230,Mathematics,2018,April,,Arxiv
Kota,male,86,594,Mathematics,2018,April,,Arxiv
Myungho,male,100,15,Mathematics,2018,April,,Arxiv
Chuanan,male,75,4,Mathematics,2018,April,,Arxiv
Nikolaos,male,99,926,Mathematics,2018,April,,Arxiv
Ning-An,female,57,7504,Mathematics,2018,April,,Arxiv
François-Xavier,male,98,455,Mathematics,2018,April,,Arxiv
Habib,male,98,10287,Mathematics,2018,April,,Arxiv
S.,male,64,1577,Mathematics,2018,April,,Arxiv
E.,male,64,609,Mathematics,2018,April,,Arxiv
Marwan,male,97,7250,Mathematics,2018,April,,Arxiv
Jun,male,88,6829,Mathematics,2018,April,,Arxiv
The,male,87,10436,Mathematics,2018,April,,Arxiv
Marianne,female,98,11994,Mathematics,2018,April,,Arxiv
Fabienne,female,98,12590,Mathematics,2018,April,,Arxiv
Lorenzo,male,99,33616,Mathematics,2018,April,,Arxiv
Youssef,male,97,30051,Mathematics,2018,April,,Arxiv
Romain,male,99,34363,Mathematics,2018,April,,Arxiv
Franz,male,98,7069,Mathematics,2018,April,,Arxiv
Oguzhan,male,97,3793,Mathematics,2018,April,,Arxiv
Ursula,female,98,5883,Mathematics,2018,April,,Arxiv
Osamu,male,99,407,Mathematics,2018,April,,Arxiv
Thulasi,male,66,257,Mathematics,2018,April,,Arxiv
Osamu,male,99,407,Mathematics,2018,April,,Arxiv
Alexis,male,77,31202,Mathematics,2018,April,,Arxiv
Marcelo,male,100,33306,Mathematics,2018,April,,Arxiv
Osamu,male,99,407,Mathematics,2018,April,,Arxiv
David,male,99,381770,Mathematics,2018,April,,Arxiv
Nikolaos,male,99,926,Mathematics,2018,April,,Arxiv
Emre,male,97,69710,Mathematics,2018,April,,Arxiv
Alden,male,98,1788,Mathematics,2018,April,,Arxiv
Jonas,male,99,20200,Mathematics,2018,April,,Arxiv
Qing,female,58,728,Mathematics,2018,April,,Arxiv
Marek,male,99,46276,Mathematics,2018,April,,Arxiv
Christoph,male,99,9324,Mathematics,2018,April,,Arxiv
Tuomas,male,99,584,Mathematics,2018,April,,Arxiv
E.,male,64,609,Mathematics,2018,April,,Arxiv
Fethi,male,98,3932,Mathematics,2018,April,,Arxiv
Marco,male,99,133237,Mathematics,2018,April,,Arxiv
Abdollah,male,99,432,Mathematics,2018,April,,Arxiv
Joel,male,99,40697,Mathematics,2018,April,,Arxiv
Dian,female,67,5937,Mathematics,2018,April,,Arxiv
Zhigang,male,98,61,Mathematics,2018,April,,Arxiv
Anum,female,95,683,Mathematics,2018,April,,Arxiv
R.,male,78,1085,Mathematics,2018,April,,Arxiv
Jochen,male,99,2695,Mathematics,2018,April,,Arxiv
Anna,female,98,184558,Mathematics,2018,April,,Arxiv
Panu,male,96,316,Mathematics,2018,April,,Arxiv
Bogdan,male,99,10718,Mathematics,2018,April,,Arxiv
Pedro,male,99,109853,Mathematics,2018,April,,Arxiv
C.,male,59,943,Mathematics,2018,April,,Arxiv
Fatemeh,female,97,1852,Mathematics,2018,April,,Arxiv
Lei,male,59,2374,Mathematics,2018,April,,Arxiv
Daniel,male,99,257742,Mathematics,2018,April,,Arxiv
Guillaume,male,99,37030,Mathematics,2018,April,,Arxiv
Bishnu,male,96,691,Mathematics,2018,April,,Arxiv
Massimiliano,male,99,13500,Mathematics,2018,April,,Arxiv
Jochen,male,99,2695,Mathematics,2018,April,,Arxiv
Denis,male,97,42503,Mathematics,2018,April,,Arxiv
Hao,male,84,2105,Mathematics,2018,April,,Arxiv
Rodica,female,99,1543,Mathematics,2018,April,,Arxiv
Dai,male,73,1710,Mathematics,2018,April,,Arxiv
Momonari,female,75,4,Mathematics,2018,April,,Arxiv
Alicia,female,98,29319,Mathematics,2018,April,,Arxiv
Mordechai,male,100,63,Mathematics,2018,April,,Arxiv
Pierluigi,male,99,2923,Mathematics,2018,April,,Arxiv
Gianmarco,male,99,2564,Mathematics,2018,April,,Arxiv
Abdelhak,male,98,2612,Mathematics,2018,April,,Arxiv
Christian,male,100,48300,Mathematics,2018,April,,Arxiv
W.,male,80,260,Mathematics,2018,April,,Arxiv
Elvis,male,98,12866,Mathematics,2018,April,,Arxiv
Per,male,97,5508,Mathematics,2018,April,,Arxiv
Francesco,male,99,74458,Mathematics,2018,April,,Arxiv
Sumana,female,93,387,Mathematics,2018,April,,Arxiv
Idan,male,97,454,Mathematics,2018,April,,Arxiv
Brandon,male,100,29118,Mathematics,2018,April,,Arxiv
P.,male,71,747,Mathematics,2018,April,,Arxiv
Amir,male,98,33635,Mathematics,2018,April,,Arxiv
Yair,male,100,3538,Mathematics,2018,April,,Arxiv
Ruisheng,male,100,6,Mathematics,2018,April,,Arxiv
László,male,99,12109,Mathematics,2018,April,,Arxiv
Jonathan,male,99,84386,Mathematics,2018,April,,Arxiv
Yanan,female,73,110,Mathematics,2018,April,,Arxiv
Hari,male,96,10449,Mathematics,2018,April,,Arxiv
Shujian,male,100,7,Mathematics,2018,April,,Arxiv
Cheng,male,73,1902,Mathematics,2018,April,,Arxiv
Ingrid,female,98,20882,Mathematics,2018,April,,Arxiv
Alessandro,male,99,79631,Mathematics,2018,April,,Arxiv
Paul,male,99,140849,Mathematics,2018,April,,Arxiv
James,male,99,131879,Mathematics,2018,April,,Arxiv
Zhili,male,76,17,Mathematics,2018,April,,Arxiv
Mohammad,male,99,47588,Mathematics,2018,April,,Arxiv
Ahmad,male,98,61532,Mathematics,2018,April,,Arxiv
Huy,male,97,3688,Mathematics,2018,April,,Arxiv
Richard,male,99,97659,Mathematics,2018,April,,Arxiv
Vittorio,male,99,7655,Mathematics,2018,April,,Arxiv
Gayatri,female,96,1156,Mathematics,2018,April,,Arxiv
Bao,male,77,1438,Mathematics,2018,April,,Arxiv
Vincenzo,male,99,34437,Mathematics,2018,April,,Arxiv
Carina,female,99,17553,Mathematics,2018,April,,Arxiv
Xudong,male,97,79,Mathematics,2018,April,,Arxiv
Aki,male,72,2507,Mathematics,2018,April,,Arxiv
Alireza,male,99,9043,Mathematics,2018,April,,Arxiv
Stephen,male,99,46085,Mathematics,2018,April,,Arxiv
Pramod,male,100,6500,Mathematics,2018,April,,Arxiv
Xiaosi,male,54,13,Mathematics,2018,April,,Arxiv
Eirina,female,88,8,Mathematics,2018,April,,Arxiv
Zeyuan,male,100,4,Mathematics,2018,April,,Arxiv
Curtis,male,99,5916,Mathematics,2018,April,,Arxiv
Teng,male,66,450,Mathematics,2018,April,,Arxiv
Aaron,male,99,36714,Mathematics,2018,April,,Arxiv
Jonathan,male,99,84386,Mathematics,2018,April,,Arxiv
Marcus,male,99,25073,Mathematics,2018,April,,Arxiv
Max,male,98,69969,Mathematics,2018,April,,Arxiv
Yi,male,61,1397,Mathematics,2018,April,,Arxiv
Thomas,male,99,129177,Mathematics,2018,April,,Arxiv
I.,male,52,229,Mathematics,2018,April,,Arxiv
Amirhosein,male,99,353,Mathematics,2018,April,,Arxiv
Norbert,male,99,12597,Mathematics,2018,April,,Arxiv
Amir,male,98,33635,Mathematics,2018,April,,Arxiv
Ying,female,89,3288,Mathematics,2018,April,,Arxiv
Subhash,male,99,3594,Mathematics,2018,April,,Arxiv
Katherine,female,99,15804,Mathematics,2018,April,,Arxiv
Martti,male,98,301,Mathematics,2018,April,,Arxiv
Mikael,male,99,11092,Mathematics,2018,April,,Arxiv
Bart?omiej,male,100,2802,Mathematics,2018,April,,Arxiv
Yuansi,male,75,4,Mathematics,2018,April,,Arxiv
Richard,male,99,97659,Mathematics,2018,April,,Arxiv
Raphaël,male,99,2546,Mathematics,2018,April,,Arxiv
Ioannis,male,99,2092,Mathematics,2018,April,,Arxiv
Grigorios,male,98,51,Mathematics,2018,April,,Arxiv
Giulio,male,99,10841,Mathematics,2018,April,,Arxiv
Jacopo,male,99,3923,Mathematics,2018,April,,Arxiv
Alexey,male,100,7132,Mathematics,2018,April,,Arxiv
A.,male,71,2092,Mathematics,2018,April,,Arxiv
Dong-Yeop,male,87,2241,Mathematics,2018,April,,Arxiv
Tao,male,87,1999,Mathematics,2018,April,,Arxiv
Sean,male,99,37072,Mathematics,2018,April,,Arxiv
Alvaro,male,99,26612,Mathematics,2018,April,,Arxiv
Eric,male,99,121922,Mathematics,2018,April,,Arxiv
D.,male,73,1059,Mathematics,2018,April,,Arxiv
