Name,Sex,Accuracy,Samples,Topic,Year,Month,Covid,Server
N.,male,59,555,Physics,2018,April,,Arxiv
Soyoun,female,92,24,Physics,2018,April,,Arxiv
R.,male,78,1085,Physics,2018,April,,Arxiv
James,male,99,131879,Physics,2018,April,,Arxiv
Erick,male,99,15004,Physics,2018,April,,Arxiv
Philippe,male,99,57297,Physics,2018,April,,Arxiv
Martin,male,98,139211,Physics,2018,April,,Arxiv
Zhigang,male,98,61,Physics,2018,April,,Arxiv
Valery,female,72,7257,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
Bertrand,male,96,9700,Physics,2018,April,,Arxiv
Alex,male,92,247706,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
Said,male,97,38083,Physics,2018,April,,Arxiv
Robert,male,99,145540,Physics,2018,April,,Arxiv
Johan,male,99,38619,Physics,2018,April,,Arxiv
Angus,male,96,1761,Physics,2018,April,,Arxiv
Tucker,male,99,5573,Physics,2018,April,,Arxiv
Michael,male,99,211741,Physics,2018,April,,Arxiv
Bingkun,male,100,3,Physics,2018,April,,Arxiv
Dumitru,male,93,1420,Physics,2018,April,,Arxiv
Haim,male,99,435,Physics,2018,April,,Arxiv
Pei,female,66,514,Physics,2018,April,,Arxiv
Oleg,male,100,12219,Physics,2018,April,,Arxiv
Elena,female,98,74807,Physics,2018,April,,Arxiv
Detlef,male,99,2426,Physics,2018,April,,Arxiv
Henning,male,97,1892,Physics,2018,April,,Arxiv
Nuno,male,99,22191,Physics,2018,April,,Arxiv
Tom,male,99,87429,Physics,2018,April,,Arxiv
Ali,male,94,240857,Physics,2018,April,,Arxiv
Xin-Wen,male,50,3644,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Henning,male,97,1892,Physics,2018,April,,Arxiv
Li,female,53,4165,Physics,2018,April,,Arxiv
Vittorio,male,99,7655,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
Jörg,male,99,6663,Physics,2018,April,,Arxiv
James,male,99,131879,Physics,2018,April,,Arxiv
Graham,male,99,10110,Physics,2018,April,,Arxiv
Alexandre,male,99,52132,Physics,2018,April,,Arxiv
Yuri,male,81,8959,Physics,2018,April,,Arxiv
Fariba,female,98,679,Physics,2018,April,,Arxiv
Fengzhen,male,75,4,Physics,2018,April,,Arxiv
K.,male,61,1007,Physics,2018,April,,Arxiv
Sophie,female,98,54216,Physics,2018,April,,Arxiv
Kevin,male,99,140160,Physics,2018,April,,Arxiv
Andrea,female,54,161059,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Daniel,male,99,257742,Physics,2018,April,,Arxiv
Izabela,female,98,7770,Physics,2018,April,,Arxiv
Denis,male,97,42503,Physics,2018,April,,Arxiv
Lee-Ping,male,81,39187,Physics,2018,April,,Arxiv
Miguel,male,99,89766,Physics,2018,April,,Arxiv
Ian,male,99,34076,Physics,2018,April,,Arxiv
Yonina,female,100,13,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Timothy,male,99,15778,Physics,2018,April,,Arxiv
Giuseppe,male,99,72416,Physics,2018,April,,Arxiv
Miguel,male,99,89766,Physics,2018,April,,Arxiv
Maksym,male,100,526,Physics,2018,April,,Arxiv
Filippo,male,99,16077,Physics,2018,April,,Arxiv
W.,male,80,260,Physics,2018,April,,Arxiv
Debananda,male,98,40,Physics,2018,April,,Arxiv
Luciano,male,99,25737,Physics,2018,April,,Arxiv
José,male,98,35243,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
Hansen,male,90,343,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
John,male,99,219085,Physics,2018,April,,Arxiv
Richard,male,99,97659,Physics,2018,April,,Arxiv
Boris,male,99,15168,Physics,2018,April,,Arxiv
T.,male,69,788,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Guangcai,male,100,4,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Anatoli,male,95,458,Physics,2018,April,,Arxiv
Hitoshi,male,98,379,Physics,2018,April,,Arxiv
Julien,male,98,72530,Physics,2018,April,,Arxiv
Günter,male,99,2441,Physics,2018,April,,Arxiv
Joel,male,99,40697,Physics,2018,April,,Arxiv
Mette,female,98,1459,Physics,2018,April,,Arxiv
M.,male,73,3216,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Stanis?aw,male,100,2296,Physics,2018,April,,Arxiv
W.,male,80,260,Physics,2018,April,,Arxiv
Shao,male,72,229,Physics,2018,April,,Arxiv
Michele,male,72,60021,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
Markus,male,99,30782,Physics,2018,April,,Arxiv
Yamir,male,89,100,Physics,2018,April,,Arxiv
Hristo,male,100,752,Physics,2018,April,,Arxiv
Shono,male,58,12,Physics,2018,April,,Arxiv
Brian,male,99,69588,Physics,2018,April,,Arxiv
Martin,male,98,139211,Physics,2018,April,,Arxiv
Norma,female,98,6709,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
Michel,male,97,68146,Physics,2018,April,,Arxiv
Robert,male,99,145540,Physics,2018,April,,Arxiv
Harry,male,98,24473,Physics,2018,April,,Arxiv
B.,male,68,854,Physics,2018,April,,Arxiv
Timothy,male,99,15778,Physics,2018,April,,Arxiv
Christian,male,100,48300,Physics,2018,April,,Arxiv
Lucio,male,99,7323,Physics,2018,April,,Arxiv
V.,male,67,354,Physics,2018,April,,Arxiv
Agnese,female,98,2204,Physics,2018,April,,Arxiv
Takanobu,male,100,64,Physics,2018,April,,Arxiv
Hongsheng,male,95,19,Physics,2018,April,,Arxiv
Jógvan,male,100,10,Physics,2018,April,,Arxiv
Ranjan,male,98,2284,Physics,2018,April,,Arxiv
Qiang,male,97,531,Physics,2018,April,,Arxiv
Federico,male,99,28505,Physics,2018,April,,Arxiv
Erik,male,96,31753,Physics,2018,April,,Arxiv
Adriana,female,98,39712,Physics,2018,April,,Arxiv
Stephen,male,99,46085,Physics,2018,April,,Arxiv
Abraham,male,99,10411,Physics,2018,April,,Arxiv
Govind,male,99,3246,Physics,2018,April,,Arxiv
Harsha,male,77,3286,Physics,2018,April,,Arxiv
Tobias,male,100,17675,Physics,2018,April,,Arxiv
Francesc,male,98,1852,Physics,2018,April,,Arxiv
Leonid,male,99,2192,Physics,2018,April,,Arxiv
Davide,male,99,46537,Physics,2018,April,,Arxiv
Carl,male,98,18194,Physics,2018,April,,Arxiv
Qin,female,64,454,Physics,2018,April,,Arxiv
E.,male,64,609,Physics,2018,April,,Arxiv
Chaohong,male,100,3,Physics,2018,April,,Arxiv
Zhihai,male,100,10,Physics,2018,April,,Arxiv
Ya,male,61,1417,Physics,2018,April,,Arxiv
K.,male,61,1007,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
Agnes,female,98,12224,Physics,2018,April,,Arxiv
Jean-Christophe,male,99,2163,Physics,2018,April,,Arxiv
Geoffroy,male,98,1357,Physics,2018,April,,Arxiv
Bernd,male,99,7628,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
Claudius,male,96,482,Physics,2018,April,,Arxiv
B.,male,68,854,Physics,2018,April,,Arxiv
Chang,male,72,2129,Physics,2018,April,,Arxiv
Peter,male,99,146529,Physics,2018,April,,Arxiv
Felix,male,98,24864,Physics,2018,April,,Arxiv
Detlef,male,99,2426,Physics,2018,April,,Arxiv
Efstathios,male,100,51,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Tamás,male,99,9857,Physics,2018,April,,Arxiv
Per,male,97,5508,Physics,2018,April,,Arxiv
F.,male,77,512,Physics,2018,April,,Arxiv
Rob,male,99,37066,Physics,2018,April,,Arxiv
Gordon,male,99,7416,Physics,2018,April,,Arxiv
B.,male,68,854,Physics,2018,April,,Arxiv
Hugo,male,99,35618,Physics,2018,April,,Arxiv
F.,male,77,512,Physics,2018,April,,Arxiv
Zhehui,female,75,4,Physics,2018,April,,Arxiv
Peter,male,99,146529,Physics,2018,April,,Arxiv
Jan,male,92,104026,Physics,2018,April,,Arxiv
Richard,male,99,97659,Physics,2018,April,,Arxiv
F.,male,77,512,Physics,2018,April,,Arxiv
V.,male,67,354,Physics,2018,April,,Arxiv
Jérôme,male,99,5714,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
Elena,female,98,74807,Physics,2018,April,,Arxiv
Rasmus,male,99,2707,Physics,2018,April,,Arxiv
Yuxiang,male,81,48,Physics,2018,April,,Arxiv
Shouqing,unknown,50,2,Physics,2018,April,,Arxiv
Ying,female,89,3288,Physics,2018,April,,Arxiv
Alexander,male,99,56237,Physics,2018,April,,Arxiv
Makoto,male,95,1208,Physics,2018,April,,Arxiv
Hervé,male,98,8726,Physics,2018,April,,Arxiv
Yuriy,male,100,2292,Physics,2018,April,,Arxiv
H.,male,73,623,Physics,2018,April,,Arxiv
Olga,female,98,42388,Physics,2018,April,,Arxiv
F.,male,77,512,Physics,2018,April,,Arxiv
Henrik,male,99,7063,Physics,2018,April,,Arxiv
Randolph,male,100,3183,Physics,2018,April,,Arxiv
László,male,99,12109,Physics,2018,April,,Arxiv
Laurent,male,97,55808,Physics,2018,April,,Arxiv
Vladimir,male,99,21639,Physics,2018,April,,Arxiv
Samir,male,98,46586,Physics,2018,April,,Arxiv
Adam,male,99,101742,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
Chris,male,93,163699,Physics,2018,April,,Arxiv
R.,male,78,1085,Physics,2018,April,,Arxiv
Francesco,male,99,74458,Physics,2018,April,,Arxiv
Wei,male,73,4003,Physics,2018,April,,Arxiv
Markus,male,99,30782,Physics,2018,April,,Arxiv
Yue,female,58,1014,Physics,2018,April,,Arxiv
Ms,female,50,1300,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Mickaël,male,99,2668,Physics,2018,April,,Arxiv
Juliano,male,99,3447,Physics,2018,April,,Arxiv
Shanhui,female,75,4,Physics,2018,April,,Arxiv
Allard,male,85,189,Physics,2018,April,,Arxiv
Ari,male,85,16006,Physics,2018,April,,Arxiv
Gopalakrishnan,male,99,352,Physics,2018,April,,Arxiv
Paul,male,99,140849,Physics,2018,April,,Arxiv
Marco,male,99,133237,Physics,2018,April,,Arxiv
Tim,male,99,52554,Physics,2018,April,,Arxiv
T.,male,69,788,Physics,2018,April,,Arxiv
Sofia,female,98,35763,Physics,2018,April,,Arxiv
R.,male,78,1085,Physics,2018,April,,Arxiv
Anvar,male,98,562,Physics,2018,April,,Arxiv
Ramaz,male,98,89,Physics,2018,April,,Arxiv
Subhash,male,99,3594,Physics,2018,April,,Arxiv
Michael,male,99,211741,Physics,2018,April,,Arxiv
W.,male,80,260,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
M.,male,73,3216,Physics,2018,April,,Arxiv
Grover,male,99,220,Physics,2018,April,,Arxiv
Hong,female,53,3853,Physics,2018,April,,Arxiv
Konstantin,male,99,5001,Physics,2018,April,,Arxiv
Tönu,male,100,6,Physics,2018,April,,Arxiv
Mika,male,76,11329,Physics,2018,April,,Arxiv
Julien,male,98,72530,Physics,2018,April,,Arxiv
Ole,male,94,2972,Physics,2018,April,,Arxiv
Ashok,male,100,12914,Physics,2018,April,,Arxiv
Kimmo,male,98,694,Physics,2018,April,,Arxiv
Franck,male,99,39484,Physics,2018,April,,Arxiv
Likai,male,85,13,Physics,2018,April,,Arxiv
M.,male,73,3216,Physics,2018,April,,Arxiv
Lorenzo,male,99,33616,Physics,2018,April,,Arxiv
D.,male,73,1059,Physics,2018,April,,Arxiv
Meurig,male,100,8,Physics,2018,April,,Arxiv
Andrew,male,99,82448,Physics,2018,April,,Arxiv
Sergio,male,99,81526,Physics,2018,April,,Arxiv
F.,male,77,512,Physics,2018,April,,Arxiv
Ananda,male,58,2055,Physics,2018,April,,Arxiv
Ashley,female,84,40088,Physics,2018,April,,Arxiv
Andrew,male,99,82448,Physics,2018,April,,Arxiv
Guoyin,female,75,4,Physics,2018,April,,Arxiv
Christopher,male,99,55041,Physics,2018,April,,Arxiv
Ferruccio,male,99,561,Physics,2018,April,,Arxiv
Nuno,male,99,22191,Physics,2018,April,,Arxiv
Ting-Wei,unknown,50,10,Physics,2018,April,,Arxiv
Szu-Cheng,male,73,1920,Physics,2018,April,,Arxiv
Rouslan,male,99,77,Physics,2018,April,,Arxiv
Mustansir,male,100,56,Physics,2018,April,,Arxiv
Gaute,male,99,78,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Rafsan,male,100,97,Physics,2018,April,,Arxiv
Igor,male,99,31134,Physics,2018,April,,Arxiv
Hassan,male,98,52727,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Andrea,female,54,161059,Physics,2018,April,,Arxiv
Bruce,male,99,14681,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
Yevgeni,male,100,25,Physics,2018,April,,Arxiv
T.,male,69,788,Physics,2018,April,,Arxiv
Marcin,male,99,47207,Physics,2018,April,,Arxiv
Y.,male,70,166,Physics,2018,April,,Arxiv
B.,male,68,854,Physics,2018,April,,Arxiv
May,female,91,11741,Physics,2018,April,,Arxiv
D.,male,73,1059,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Anthony,male,99,85303,Physics,2018,April,,Arxiv
Jan,male,92,104026,Physics,2018,April,,Arxiv
Peter,male,99,146529,Physics,2018,April,,Arxiv
Wolfgang,male,99,10782,Physics,2018,April,,Arxiv
Jing,female,75,2534,Physics,2018,April,,Arxiv
Aleksey,male,99,2810,Physics,2018,April,,Arxiv
Jinliang,male,100,16,Physics,2018,April,,Arxiv
Hongsheng,male,95,19,Physics,2018,April,,Arxiv
Shlomo,male,99,355,Physics,2018,April,,Arxiv
Z.,male,57,120,Physics,2018,April,,Arxiv
Bocar,male,97,517,Physics,2018,April,,Arxiv
D.,male,73,1059,Physics,2018,April,,Arxiv
Meredith,female,98,3111,Physics,2018,April,,Arxiv
Matthias,male,100,17148,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
Hongjian,male,92,13,Physics,2018,April,,Arxiv
Y.,male,70,166,Physics,2018,April,,Arxiv
Jochen,male,99,2695,Physics,2018,April,,Arxiv
Jakub,male,99,23677,Physics,2018,April,,Arxiv
José,male,98,35243,Physics,2018,April,,Arxiv
Jian-Zhou,male,78,2078,Physics,2018,April,,Arxiv
José,male,98,35243,Physics,2018,April,,Arxiv
Henrik,male,99,7063,Physics,2018,April,,Arxiv
Jean-Pierre,male,99,9874,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
Tomas,male,99,30161,Physics,2018,April,,Arxiv
Ondrej,male,99,2964,Physics,2018,April,,Arxiv
Luca,male,98,88492,Physics,2018,April,,Arxiv
Ya,male,61,1417,Physics,2018,April,,Arxiv
N.,male,59,555,Physics,2018,April,,Arxiv
Peeter,male,99,254,Physics,2018,April,,Arxiv
V.,male,67,354,Physics,2018,April,,Arxiv
Stefan,male,98,50890,Physics,2018,April,,Arxiv
Yasuo,male,100,210,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Karo,female,71,1749,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
E.,male,64,609,Physics,2018,April,,Arxiv
Ernesto,male,99,12667,Physics,2018,April,,Arxiv
Ryoichi,male,100,111,Physics,2018,April,,Arxiv
H.,male,73,623,Physics,2018,April,,Arxiv
Victor,male,99,78043,Physics,2018,April,,Arxiv
Xiaoyun,female,67,51,Physics,2018,April,,Arxiv
Patrick,male,99,118290,Physics,2018,April,,Arxiv
Narayanan,male,99,675,Physics,2018,April,,Arxiv
Carsten,male,99,5153,Physics,2018,April,,Arxiv
Donghyun,male,99,190,Physics,2018,April,,Arxiv
Manoj,male,100,20774,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
Robert,male,99,145540,Physics,2018,April,,Arxiv
Alex,male,92,247706,Physics,2018,April,,Arxiv
Pascal,male,98,53481,Physics,2018,April,,Arxiv
Chien,male,83,850,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
Jochen,male,99,2695,Physics,2018,April,,Arxiv
Mohammed,male,99,70885,Physics,2018,April,,Arxiv
Yuji,male,97,825,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Bernard,male,98,30260,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
Piotr,male,99,45729,Physics,2018,April,,Arxiv
Sergey,male,100,16316,Physics,2018,April,,Arxiv
Christoph,male,99,9324,Physics,2018,April,,Arxiv
Christoph,male,99,9324,Physics,2018,April,,Arxiv
Joni,male,79,5573,Physics,2018,April,,Arxiv
Richard,male,99,97659,Physics,2018,April,,Arxiv
Sarah,female,98,127402,Physics,2018,April,,Arxiv
Valerio,male,99,10686,Physics,2018,April,,Arxiv
Michele,male,72,60021,Physics,2018,April,,Arxiv
Zhigang,male,98,61,Physics,2018,April,,Arxiv
Mario,male,99,112267,Physics,2018,April,,Arxiv
Jacques,male,98,25243,Physics,2018,April,,Arxiv
Aifen,female,75,4,Physics,2018,April,,Arxiv
Thorsten,male,99,5261,Physics,2018,April,,Arxiv
Gaurav,male,100,19540,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
I.,male,52,229,Physics,2018,April,,Arxiv
Jacques,male,98,25243,Physics,2018,April,,Arxiv
Mehmet,male,93,83497,Physics,2018,April,,Arxiv
Tayyab,male,99,902,Physics,2018,April,,Arxiv
Hansen,male,90,343,Physics,2018,April,,Arxiv
Luc,male,97,18065,Physics,2018,April,,Arxiv
Suman,male,75,6301,Physics,2018,April,,Arxiv
Suman,male,75,6301,Physics,2018,April,,Arxiv
Adilson,male,99,3359,Physics,2018,April,,Arxiv
Krishna,male,90,14131,Physics,2018,April,,Arxiv
Keir,male,96,215,Physics,2018,April,,Arxiv
Sean,male,99,37072,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
Shubhayan,male,100,9,Physics,2018,April,,Arxiv
Toru,male,98,537,Physics,2018,April,,Arxiv
Steven,male,99,59951,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
Trevor,male,99,10360,Physics,2018,April,,Arxiv
V.,male,67,354,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Philippe,male,99,57297,Physics,2018,April,,Arxiv
Jurgen,male,99,2615,Physics,2018,April,,Arxiv
Alexander,male,99,56237,Physics,2018,April,,Arxiv
Almas,male,64,622,Physics,2018,April,,Arxiv
Przemyslaw,male,99,931,Physics,2018,April,,Arxiv
Azam,male,82,1891,Physics,2018,April,,Arxiv
W.,male,80,260,Physics,2018,April,,Arxiv
Herman,male,99,10036,Physics,2018,April,,Arxiv
Ding-Fang,female,56,2097,Physics,2018,April,,Arxiv
Roger,male,99,34849,Physics,2018,April,,Arxiv
Przemyslaw,male,99,931,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Simon,male,98,57458,Physics,2018,April,,Arxiv
Laureano,male,98,330,Physics,2018,April,,Arxiv
Marin,female,61,6161,Physics,2018,April,,Arxiv
Bo,male,85,5389,Physics,2018,April,,Arxiv
Valentin,male,98,17560,Physics,2018,April,,Arxiv
K.,male,61,1007,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Cesar,male,99,24208,Physics,2018,April,,Arxiv
Theodore,male,100,15900,Physics,2018,April,,Arxiv
Frédéric,male,98,11476,Physics,2018,April,,Arxiv
Frank,male,99,66241,Physics,2018,April,,Arxiv
Bodil,female,99,342,Physics,2018,April,,Arxiv
Zhenbin,male,100,7,Physics,2018,April,,Arxiv
Fabio,male,99,72039,Physics,2018,April,,Arxiv
Ellen,female,99,12944,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Dieter,male,98,7678,Physics,2018,April,,Arxiv
Sergey,male,100,16316,Physics,2018,April,,Arxiv
K.,male,61,1007,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Zhichao,male,87,38,Physics,2018,April,,Arxiv
Pengfei,male,98,120,Physics,2018,April,,Arxiv
Mansoor,male,99,2812,Physics,2018,April,,Arxiv
Yu,male,63,3415,Physics,2018,April,,Arxiv
Shree,male,70,1095,Physics,2018,April,,Arxiv
Andrei,male,98,12349,Physics,2018,April,,Arxiv
D.,male,73,1059,Physics,2018,April,,Arxiv
Jan,male,92,104026,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
Florin,male,98,7817,Physics,2018,April,,Arxiv
Ido,male,92,794,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Lucas,male,99,50557,Physics,2018,April,,Arxiv
Dieter,male,98,7678,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
Gerald,male,99,11899,Physics,2018,April,,Arxiv
Mikael,male,99,11092,Physics,2018,April,,Arxiv
Yogesh,male,100,11009,Physics,2018,April,,Arxiv
Lorraine,female,98,6766,Physics,2018,April,,Arxiv
Kelken,male,75,4,Physics,2018,April,,Arxiv
Sagar,male,99,12677,Physics,2018,April,,Arxiv
Y.,male,70,166,Physics,2018,April,,Arxiv
Gaspar,male,97,1427,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Antoine,male,99,33499,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
Simon,male,98,57458,Physics,2018,April,,Arxiv
Vassily,male,99,77,Physics,2018,April,,Arxiv
Nathaniel,male,99,4766,Physics,2018,April,,Arxiv
Alain,male,98,53597,Physics,2018,April,,Arxiv
Amitava,male,100,419,Physics,2018,April,,Arxiv
Mirko,male,99,19521,Physics,2018,April,,Arxiv
Makoto,male,95,1208,Physics,2018,April,,Arxiv
Erik,male,96,31753,Physics,2018,April,,Arxiv
Daniel,male,99,257742,Physics,2018,April,,Arxiv
Andrea,female,54,161059,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Chien,male,83,850,Physics,2018,April,,Arxiv
Hao,male,84,2105,Physics,2018,April,,Arxiv
Romualdo,male,98,521,Physics,2018,April,,Arxiv
Kui,male,61,184,Physics,2018,April,,Arxiv
D.,male,73,1059,Physics,2018,April,,Arxiv
Ruggero,male,99,1029,Physics,2018,April,,Arxiv
Ingve,male,100,13,Physics,2018,April,,Arxiv
Matthew,male,100,51412,Physics,2018,April,,Arxiv
Christoph,male,99,9324,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
Tarik,male,97,14799,Physics,2018,April,,Arxiv
Graeme,male,99,2898,Physics,2018,April,,Arxiv
Mario,male,99,112267,Physics,2018,April,,Arxiv
Gorm,male,98,65,Physics,2018,April,,Arxiv
Suman,male,75,6301,Physics,2018,April,,Arxiv
Suman,male,75,6301,Physics,2018,April,,Arxiv
Jens,male,99,13599,Physics,2018,April,,Arxiv
P.,male,71,747,Physics,2018,April,,Arxiv
I.,male,52,229,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
B.,male,68,854,Physics,2018,April,,Arxiv
Laetitia,female,97,26220,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
L.,male,50,669,Physics,2018,April,,Arxiv
Hussein,male,98,8731,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
Frank,male,99,66241,Physics,2018,April,,Arxiv
J.,male,82,2236,Physics,2018,April,,Arxiv
Pierre,male,99,64439,Physics,2018,April,,Arxiv
K.,male,61,1007,Physics,2018,April,,Arxiv
Vladislav,male,99,3313,Physics,2018,April,,Arxiv
Lei,male,59,2374,Physics,2018,April,,Arxiv
Douglas,male,99,18529,Physics,2018,April,,Arxiv
N.,male,59,555,Physics,2018,April,,Arxiv
Kang,male,90,2557,Physics,2018,April,,Arxiv
Hideyuki,male,100,204,Physics,2018,April,,Arxiv
Min,male,65,4933,Physics,2018,April,,Arxiv
Wim,male,99,5782,Physics,2018,April,,Arxiv
Alain,male,98,53597,Physics,2018,April,,Arxiv
Bernd,male,99,7628,Physics,2018,April,,Arxiv
Sergey,male,100,16316,Physics,2018,April,,Arxiv
Mariangela,female,98,2630,Physics,2018,April,,Arxiv
Fabian,male,99,25659,Physics,2018,April,,Arxiv
Umberto,male,99,6217,Physics,2018,April,,Arxiv
Matteo,male,99,45472,Physics,2018,April,,Arxiv
M.,male,73,3216,Physics,2018,April,,Arxiv
Alexey,male,100,7132,Physics,2018,April,,Arxiv
Jaroslav,male,98,16800,Physics,2018,April,,Arxiv
Hayk,male,99,564,Physics,2018,April,,Arxiv
Takehito,male,100,26,Physics,2018,April,,Arxiv
Lloyd,male,99,3962,Physics,2018,April,,Arxiv
Victor,male,99,78043,Physics,2018,April,,Arxiv
Kenichi,male,99,535,Physics,2018,April,,Arxiv
H.,male,73,623,Physics,2018,April,,Arxiv
,,,,Physics,2018,April,,Arxiv
Juntao,male,83,24,Physics,2018,April,,Arxiv
Heiko,male,84,5480,Physics,2018,April,,Arxiv
J.-P.,male,100,3,Physics,2018,April,,Arxiv
Daniele,male,87,46369,Physics,2018,April,,Arxiv
Guy,male,98,20859,Physics,2018,April,,Arxiv
Francisco,male,99,62346,Physics,2018,April,,Arxiv
Rouhollah,male,100,75,Physics,2018,April,,Arxiv
Michael,male,99,211741,Physics,2018,April,,Arxiv
Sean,male,99,37072,Physics,2018,April,,Arxiv
Theodore,male,100,15900,Physics,2018,April,,Arxiv
Silvio,male,99,10308,Physics,2018,April,,Arxiv
Howard,male,99,4996,Physics,2018,April,,Arxiv
Yong,male,87,2262,Physics,2018,April,,Arxiv
Stephan,male,99,19941,Physics,2018,April,,Arxiv
Guy,male,98,20859,Physics,2018,April,,Arxiv
X.,male,77,30,Physics,2018,April,,Arxiv
C.,male,59,943,Physics,2018,April,,Arxiv
John,male,99,219085,Physics,2018,April,,Arxiv
S.,male,64,1577,Physics,2018,April,,Arxiv
Santo,male,98,3001,Physics,2018,April,,Arxiv
Katia,female,98,21205,Physics,2018,April,,Arxiv
Alessandra,female,96,33021,Physics,2018,April,,Arxiv
Alberto,male,99,73988,Physics,2018,April,,Arxiv
Alessandra,female,96,33021,Physics,2018,April,,Arxiv
Eric,male,99,121922,Physics,2018,April,,Arxiv
A.,male,71,2092,Physics,2018,April,,Arxiv
Hamdi,male,96,7550,Physics,2018,April,,Arxiv
Alberto,male,99,73988,Physics,2018,April,,Arxiv
Jacobus,male,100,281,Physics,2018,April,,Arxiv
Michael,male,99,211741,Physics,2018,April,,Arxiv
Jacobus,male,100,281,Physics,2018,April,,Arxiv
Kaartikey,male,75,4,Physics,2018,April,,Arxiv
I.,male,52,229,Physics,2018,April,,Arxiv
Réal,male,99,90,Physics,2018,April,,Arxiv
Kazunari,male,100,93,Physics,2018,April,,Arxiv
G.,male,76,810,Physics,2018,April,,Arxiv
M.,male,73,3216,Physics,2018,April,,Arxiv
Leonid,male,99,2192,Physics,2018,April,,Arxiv
David,male,99,381770,Physics,2018,April,,Arxiv
